CustomerID,R,F,M,R_score,F_score,M_score,RFM总得分,用户分层标签
15252.0,35,2,740.78,3,3,3,9,忠实复购客户
15253.0,15,5,918.2,4,4,3,11,忠实复购客户
15254.0,126,1,300.36,2,1,2,5,流失低价值客户
15255.0,65,1,890.85,3,1,3,7,沉睡预警客户
15256.0,147,1,98.45,2,1,1,4,流失低价值客户
15257.0,282,1,317.15,1,1,2,4,流失低价值客户
15258.0,167,2,623.16,2,3,3,8,沉睡预警客户
15260.0,99,7,1810.77,2,5,4,11,忠实复购客户
15261.0,134,1,254.82,2,1,2,5,流失低价值客户
15262.0,322,1,178.95000000000002,1,1,1,3,流失低价值客户
15263.0,105,1,156.51,2,1,1,4,流失低价值客户
15264.0,63,1,393.74,3,1,2,6,沉睡预警客户
15265.0,150,2,1506.12,2,3,4,9,忠实复购客户
15266.0,337,1,119.3,1,1,1,3,流失低价值客户
15267.0,21,5,1717.36,4,4,4,12,高价值客户
15269.0,22,1,408.8,4,1,2,7,沉睡预警客户
15270.0,14,7,2379.49,4,5,5,14,高价值客户
15271.0,6,15,2507.07,5,5,5,15,高价值客户
15272.0,56,2,721.94,3,3,3,9,忠实复购客户
15274.0,3,2,716.57,5,3,3,11,忠实复购客户
15275.0,36,1,615.14,3,1,3,7,沉睡预警客户
15276.0,65,1,135.31,3,1,1,5,流失低价值客户
15277.0,45,1,255.9,3,1,2,6,沉睡预警客户
15279.0,353,1,290.51,1,1,2,4,流失低价值客户
15280.0,171,1,113.12,2,1,1,4,流失低价值客户
15281.0,57,9,2332.15,3,5,5,13,高价值客户
15286.0,48,1,240.55,3,1,1,5,流失低价值客户
15287.0,21,2,486.69,4,3,2,9,忠实复购客户
15288.0,42,5,2306.52,3,4,5,12,高价值客户
15289.0,28,3,939.78,4,3,3,10,忠实复购客户
15290.0,3,18,7943.22,5,5,5,15,高价值客户
15291.0,24,15,4668.3,4,5,5,14,高价值客户
15292.0,200,1,180.94,1,1,1,3,流失低价值客户
15296.0,49,6,3672.86,3,5,5,13,高价值客户
15297.0,9,3,641.94,5,3,3,11,忠实复购客户
15298.0,1,12,4799.9,5,5,5,15,高价值客户
15299.0,66,7,4507.01,3,5,5,13,高价值客户
15300.0,63,1,496.44,3,1,3,7,沉睡预警客户
15301.0,49,12,5070.35,3,5,5,13,高价值客户
15303.0,289,1,574.02,1,1,3,5,流失低价值客户
15304.0,59,8,694.4,3,5,3,11,忠实复购客户
15306.0,63,3,1174.35,3,3,4,10,忠实复购客户
15307.0,94,1,205.3,2,1,1,4,流失低价值客户
15308.0,273,1,310.47,1,1,2,4,流失低价值客户
15311.0,-1,91,60767.9,5,5,5,15,高价值客户
15312.0,74,4,924.85,2,4,3,9,忠实复购客户
15313.0,109,1,52.0,2,1,1,4,流失低价值客户
15314.0,198,1,327.97,1,1,2,4,流失低价值客户
15315.0,63,2,570.5,3,3,3,9,忠实复购客户
15316.0,325,1,165.0,1,1,1,3,流失低价值客户
15318.0,2,1,312.62,5,1,2,8,沉睡预警客户
15319.0,282,1,204.5,1,1,1,3,流失低价值客户
15320.0,43,1,267.13,3,1,2,6,沉睡预警客户
15321.0,69,3,2748.31,3,3,5,11,忠实复购客户
15322.0,84,1,679.68,2,1,3,6,沉睡预警客户
15325.0,102,1,162.29,2,1,1,4,流失低价值客户
15326.0,332,1,311.71,1,1,2,4,流失低价值客户
15327.0,51,1,208.75,3,1,1,5,流失低价值客户
15329.0,38,3,1049.7,3,3,4,10,忠实复购客户
15330.0,31,2,714.96,4,3,3,10,忠实复购客户
15332.0,365,4,1661.06,1,4,4,9,忠实复购客户
15333.0,207,1,1028.56,1,1,4,6,沉睡预警客户
15334.0,155,3,351.67,2,3,2,7,沉睡预警客户
15335.0,52,1,173.97,3,1,1,5,流失低价值客户
15339.0,65,2,574.07,3,3,3,9,忠实复购客户
15341.0,79,1,2020.52,2,1,4,7,沉睡预警客户
15342.0,128,1,406.09,2,1,2,5,流失低价值客户
15343.0,86,1,364.5,2,1,2,5,流失低价值客户
15344.0,-1,3,563.94,5,3,3,11,忠实复购客户
15345.0,44,1,393.54,3,1,2,6,沉睡预警客户
15346.0,331,1,252.42,1,1,2,4,流失低价值客户
15347.0,365,1,201.6,1,1,1,3,流失低价值客户
15348.0,71,1,158.04,2,1,1,4,流失低价值客户
15349.0,157,2,473.81,2,3,2,7,沉睡预警客户
15350.0,372,1,115.65,1,1,1,3,流失低价值客户
15351.0,11,7,1960.11,5,5,4,14,高价值客户
15353.0,253,2,777.02,1,3,3,7,沉睡预警客户
15355.0,28,2,277.05,4,3,2,9,忠实复购客户
15356.0,30,10,2766.5,4,5,5,14,高价值客户
15358.0,3,22,8347.2,5,5,5,15,高价值客户
15360.0,38,1,427.93,3,1,2,6,沉睡预警客户
15361.0,360,1,418.92,1,1,2,4,流失低价值客户
15363.0,371,1,326.0,1,1,2,4,流失低价值客户
15364.0,94,2,913.19,2,3,3,8,沉睡预警客户
15365.0,24,7,2314.32,4,5,5,14,高价值客户
15366.0,74,2,602.51,2,3,3,8,沉睡预警客户
15367.0,56,4,1877.59,3,4,4,11,忠实复购客户
15368.0,20,1,446.94000000000005,4,1,2,7,沉睡预警客户
15370.0,39,7,2386.05,3,5,5,13,高价值客户
15372.0,136,1,2007.4,2,1,4,7,沉睡预警客户
15373.0,7,12,2415.91,5,5,5,15,高价值客户
15374.0,127,1,168.0,2,1,1,4,流失低价值客户
15376.0,39,3,1233.36,3,3,4,10,忠实复购客户
15379.0,168,7,3703.29,2,5,5,12,高价值客户
15380.0,7,5,1690.2600000000002,5,4,4,13,高价值客户
15381.0,212,2,596.85,1,3,3,7,沉睡预警客户
15382.0,13,6,5955.71,4,5,5,14,高价值客户
15384.0,168,2,642.41,2,3,3,8,沉睡预警客户
15385.0,39,1,316.88,3,1,2,6,沉睡预警客户
15386.0,185,1,394.14,1,1,2,4,流失低价值客户
15388.0,269,1,140.54,1,1,1,3,流失低价值客户
15389.0,171,1,500.0,2,1,3,6,沉睡预警客户
15392.0,3,4,1535.53,5,4,4,13,高价值客户
15393.0,15,2,231.86,4,3,1,8,沉睡预警客户
15394.0,8,4,2183.54,5,4,5,14,高价值客户
15395.0,324,1,107.45,1,1,1,3,流失低价值客户
15396.0,111,1,288.18,2,1,2,5,流失低价值客户
15397.0,288,1,94.0,1,1,1,3,流失低价值客户
15398.0,15,2,1345.53,4,3,4,11,忠实复购客户
15399.0,0,3,815.77,5,3,3,11,忠实复购客户
15400.0,91,5,716.2,2,4,3,9,忠实复购客户
15402.0,147,2,626.77,2,3,3,8,沉睡预警客户
15405.0,188,1,349.1,1,1,2,4,流失低价值客户
15406.0,30,2,510.71,4,3,3,10,忠实复购客户
15407.0,32,4,1056.44,3,4,4,11,忠实复购客户
15408.0,263,1,267.18,1,1,2,4,流失低价值客户
15410.0,83,8,3450.84,2,5,5,12,高价值客户
15411.0,25,4,1358.88,4,4,4,12,高价值客户
15412.0,170,1,190.53,2,1,1,4,流失低价值客户
15414.0,8,3,774.9000000000001,5,3,3,11,忠实复购客户
15415.0,312,1,572.8100000000001,1,1,3,5,流失低价值客户
15416.0,63,4,3984.32,3,4,5,12,高价值客户
15417.0,84,1,508.8,2,1,3,6,沉睡预警客户
15419.0,23,1,135.86,4,1,1,6,沉睡预警客户
15421.0,57,4,950.36,3,4,4,11,忠实复购客户
15422.0,322,2,97.7,1,3,1,5,流失低价值客户
15423.0,37,1,43.5,3,1,1,5,流失低价值客户
15424.0,253,2,383.34,1,3,2,6,沉睡预警客户
15426.0,18,5,1447.39,4,4,4,12,高价值客户
15427.0,32,3,1483.14,3,3,4,10,忠实复购客户
15428.0,14,1,93.78,4,1,1,6,沉睡预警客户
15429.0,25,2,397.35,4,3,2,9,忠实复购客户
15432.0,22,1,171.19,4,1,1,6,沉睡预警客户
15433.0,212,2,533.3,1,3,3,7,沉睡预警客户
15434.0,7,5,1041.48,5,4,4,13,高价值客户
15435.0,21,1,149.29,4,1,1,6,沉睡预警客户
15436.0,11,3,1122.53,5,3,4,12,高价值客户
15437.0,261,1,200.16,1,1,1,3,流失低价值客户
15438.0,130,1,156.58,2,1,1,4,流失低价值客户
15440.0,53,3,383.68,3,3,2,8,沉睡预警客户
15442.0,247,1,594.0,1,1,3,5,流失低价值客户
15443.0,0,7,3236.91,5,5,5,15,高价值客户
15444.0,8,2,1418.26,5,3,4,12,高价值客户
15445.0,263,1,113.5,1,1,1,3,流失低价值客户
15447.0,329,1,155.17,1,1,1,3,流失低价值客户
15448.0,311,1,494.64,1,1,3,5,流失低价值客户
15449.0,25,3,974.52,4,3,4,11,忠实复购客户
15450.0,29,1,429.84,4,1,2,7,沉睡预警客户
15452.0,28,3,538.73,4,3,3,10,忠实复购客户
15453.0,0,7,1388.37,5,5,4,14,高价值客户
15454.0,361,1,179.1,1,1,1,3,流失低价值客户
15456.0,282,3,447.22,1,3,2,6,沉睡预警客户
15457.0,261,1,237.07,1,1,1,3,流失低价值客户
15458.0,24,1,161.64,4,1,1,6,沉睡预警客户
15460.0,353,1,216.76,1,1,1,3,流失低价值客户
15462.0,93,3,234.6,2,3,1,6,沉睡预警客户
15463.0,28,1,126.14,4,1,1,6,沉睡预警客户
15464.0,337,1,1048.85,1,1,4,6,沉睡预警客户
15465.0,18,18,7354.62,4,5,5,14,高价值客户
15466.0,84,1,334.53,2,1,2,5,流失低价值客户
15467.0,8,3,524.88,5,3,3,11,忠实复购客户
15468.0,50,2,467.51,3,3,2,8,沉睡预警客户
15469.0,49,2,538.55,3,3,3,9,忠实复购客户
15471.0,1,1,469.48,5,1,2,8,沉睡预警客户
15472.0,112,1,371.56,2,1,2,5,流失低价值客户
15473.0,13,7,1771.2,4,5,4,13,高价值客户
15475.0,76,1,454.11,2,1,2,5,流失低价值客户
15478.0,39,2,1441.42,3,3,4,10,忠实复购客户
15480.0,115,1,905.5,2,1,3,6,沉睡预警客户
15482.0,14,12,11054.96,4,5,5,14,高价值客户
15483.0,160,4,233.81,2,4,1,7,沉睡预警客户
15484.0,0,4,3594.31,5,4,5,14,高价值客户
15485.0,29,3,2575.0,4,3,5,12,高价值客户
15488.0,91,1,91.32,2,1,1,4,流失低价值客户
15489.0,21,3,1134.28,4,3,4,11,忠实复购客户
15491.0,94,6,3100.09,2,5,5,12,高价值客户
15492.0,27,2,659.4599999999999,4,3,3,10,忠实复购客户
15493.0,31,5,2001.8,4,4,4,12,高价值客户
15494.0,20,2,1299.23,4,3,4,11,忠实复购客户
15497.0,16,2,1262.2,4,3,4,11,忠实复购客户
15498.0,1,27,13316.4,5,5,5,15,高价值客户
15500.0,7,4,1131.56,5,4,4,13,高价值客户
15502.0,14,12,10384.93,4,5,5,14,高价值客户
15503.0,361,1,147.09,1,1,1,3,流失低价值客户
15504.0,80,1,52.83,2,1,1,4,流失低价值客户
15505.0,51,5,3610.96,3,4,5,12,高价值客户
15506.0,21,3,979.26,4,3,4,11,忠实复购客户
15507.0,170,1,492.36,2,1,3,6,沉睡预警客户
15508.0,188,6,1000.27,1,5,4,10,忠实复购客户
15510.0,329,1,250.0,1,1,1,3,流失低价值客户
15511.0,10,5,909.23,5,4,3,12,高价值客户
15512.0,154,2,121.0,2,3,1,6,沉睡预警客户
15513.0,32,19,14758.22,3,5,5,13,高价值客户
15514.0,11,11,4139.46,5,5,5,15,高价值客户
15516.0,43,3,62.43,3,3,1,7,沉睡预警客户
15517.0,232,1,267.03,1,1,2,4,流失低价值客户
15518.0,63,8,1942.45,3,5,4,12,高价值客户
15520.0,0,1,343.5,5,1,2,8,沉睡预警客户
15521.0,39,8,3000.2,3,5,5,13,高价值客户
15522.0,31,2,398.84,4,3,2,9,忠实复购客户
15523.0,83,1,412.0100000000001,2,1,2,5,流失低价值客户
15524.0,23,1,440.0,4,1,2,7,沉睡预警客户
15525.0,1,3,825.92,5,3,3,11,忠实复购客户
15526.0,32,2,148.44,3,3,1,7,沉睡预警客户
15527.0,17,8,2429.78,4,5,5,14,高价值客户
15528.0,253,1,229.33,1,1,1,3,流失低价值客户
15529.0,21,11,3995.23,4,5,5,14,高价值客户
15530.0,20,4,1502.35,4,4,4,12,高价值客户
15531.0,7,2,2007.44,5,3,4,12,高价值客户
15532.0,24,4,1580.93,4,4,4,12,高价值客户
15533.0,18,3,807.5699999999999,4,3,3,10,忠实复购客户
15535.0,172,4,536.4,2,4,3,9,忠实复购客户
15537.0,162,1,110.92,2,1,1,4,流失低价值客户
15539.0,6,1,538.46,5,1,3,9,忠实复购客户
15540.0,10,1,213.3,5,1,1,7,沉睡预警客户
15541.0,113,1,85.13000000000001,2,1,1,4,流失低价值客户
15543.0,287,1,127.86,1,1,1,3,流失低价值客户
15544.0,8,9,3546.71,5,5,5,15,高价值客户
15545.0,53,2,292.72,3,3,2,8,沉睡预警客户
15547.0,6,14,4954.84,5,5,5,15,高价值客户
15549.0,76,3,1693.26,2,3,4,9,忠实复购客户
15550.0,3,4,575.63,5,4,3,12,高价值客户
15551.0,35,1,436.06,3,1,2,6,沉睡预警客户
15552.0,216,1,90.12,1,1,1,3,流失低价值客户
15553.0,59,1,437.23,3,1,2,6,沉睡预警客户
15554.0,276,1,217.2,1,1,1,3,流失低价值客户
15555.0,11,16,4805.17,5,5,5,15,高价值客户
15556.0,23,1,279.77,4,1,2,7,沉睡预警客户
15557.0,27,1,473.65,4,1,2,7,沉睡预警客户
15561.0,10,4,800.59,5,4,3,12,高价值客户
15562.0,350,1,134.55,1,1,1,3,流失低价值客户
15563.0,21,4,1400.44,4,4,4,12,高价值客户
15565.0,49,2,173.16,3,3,1,7,沉睡预警客户
15567.0,17,1,186.01,4,1,1,6,沉睡预警客户
15568.0,1,3,758.29,5,3,3,11,忠实复购客户
15569.0,102,5,1375.71,2,4,4,10,忠实复购客户
15570.0,6,12,4165.52,5,5,5,15,高价值客户
15571.0,10,4,650.4300000000001,5,4,3,12,高价值客户
15572.0,3,7,2552.86,5,5,5,15,高价值客户
15573.0,30,2,607.45,4,3,3,10,忠实复购客户
15574.0,176,4,702.25,2,4,3,9,忠实复购客户
15576.0,36,1,940.67,3,1,3,7,沉睡预警客户
15577.0,150,3,258.88,2,3,2,7,沉睡预警客户
15578.0,161,1,127.1,2,1,1,4,流失低价值客户
15579.0,67,2,348.6,3,3,2,8,沉睡预警客户
15581.0,119,13,3679.97,2,5,5,12,高价值客户
15582.0,23,3,682.9100000000001,4,3,3,10,忠实复购客户
15584.0,22,4,725.11,4,4,3,11,忠实复购客户
15585.0,175,1,455.3,2,1,2,5,流失低价值客户
15587.0,49,4,913.68,3,4,3,10,忠实复购客户
15589.0,254,3,478.53,1,3,2,6,沉睡预警客户
15592.0,45,1,388.58,3,1,2,6,沉睡预警客户
15593.0,69,1,199.8,3,1,1,5,流失低价值客户
15594.0,14,5,1771.78,4,4,4,12,高价值客户
15596.0,99,5,1406.59,2,4,4,10,忠实复购客户
15597.0,34,1,324.57,3,1,2,6,沉睡预警客户
15598.0,52,1,240.68,3,1,1,5,流失低价值客户
15599.0,25,2,761.74,4,3,3,10,忠实复购客户
15601.0,10,14,6776.56,5,5,5,15,高价值客户
15602.0,7,9,1297.87,5,5,4,14,高价值客户
15603.0,77,1,48.48,2,1,1,4,流失低价值客户
15604.0,51,1,216.39,3,1,1,5,流失低价值客户
15605.0,35,5,1198.23,3,4,4,11,忠实复购客户
15606.0,60,9,2920.16,3,5,5,13,高价值客户
15607.0,335,1,104.76,1,1,1,3,流失低价值客户
15608.0,27,4,1093.68,4,4,4,12,高价值客户
15609.0,183,1,298.48,1,1,2,4,流失低价值客户
15610.0,50,1,112.46,3,1,1,5,流失低价值客户
15611.0,8,13,1591.45,5,5,4,14,高价值客户
15612.0,35,2,195.15,3,3,1,7,沉睡预警客户
15615.0,9,23,10399.74,5,5,5,15,高价值客户
15618.0,31,4,776.851,4,4,3,11,忠实复购客户
15619.0,9,1,336.40000000000003,5,1,2,8,沉睡预警客户
15620.0,55,3,1553.18,3,3,4,10,忠实复购客户
15621.0,3,4,1293.03,5,4,4,13,高价值客户
15622.0,42,9,3709.56,3,5,5,13,高价值客户
15623.0,140,1,301.03,2,1,2,5,流失低价值客户
15624.0,115,4,588.13,2,4,3,9,忠实复购客户
15625.0,102,4,1534.26,2,4,4,10,忠实复购客户
15626.0,73,2,675.8,2,3,3,8,沉睡预警客户
15628.0,3,9,2870.24,5,5,5,15,高价值客户
15630.0,44,2,1186.35,3,3,4,10,忠实复购客户
15632.0,14,8,3285.31,4,5,5,14,高价值客户
15634.0,16,1,243.55,4,1,1,6,沉睡预警客户
15636.0,88,2,724.76,2,3,3,8,沉睡预警客户
15637.0,51,1,223.36,3,1,1,5,流失低价值客户
15639.0,133,1,425.32,2,1,2,5,流失低价值客户
15640.0,3,15,12515.66,5,5,5,15,高价值客户
15641.0,104,4,1887.2,2,4,4,10,忠实复购客户
15643.0,190,3,664.0,1,3,3,7,沉睡预警客户
15644.0,165,4,813.0,2,4,3,9,忠实复购客户
15645.0,17,1,612.01,4,1,3,8,沉睡预警客户
15646.0,156,3,447.64,2,3,2,7,沉睡预警客户
15648.0,203,2,657.35,1,3,3,7,沉睡预警客户
15649.0,335,2,816.0,1,3,3,7,沉睡预警客户
15651.0,35,3,646.3,3,3,3,9,忠实复购客户
15652.0,90,1,337.74,2,1,2,5,流失低价值客户
15653.0,91,2,877.4399999999999,2,3,3,8,沉睡预警客户
15654.0,8,2,922.53,5,3,3,11,忠实复购客户
15655.0,242,1,560.6700000000001,1,1,3,5,流失低价值客户
15656.0,44,4,748.5,3,4,3,10,忠实复购客户
15657.0,21,1,30.0,4,1,1,6,沉睡预警客户
15658.0,189,5,1024.1,1,4,4,9,忠实复购客户
15659.0,42,1,306.45,3,1,2,6,沉睡预警客户
15660.0,24,9,1600.86,4,5,4,13,高价值客户
15661.0,316,2,309.8,1,3,2,6,沉睡预警客户
15663.0,105,1,138.14,2,1,1,4,流失低价值客户
15664.0,49,1,386.43,3,1,2,6,沉睡预警客户
15665.0,167,2,2242.01,2,3,5,10,忠实复购客户
15667.0,38,1,301.32,3,1,2,6,沉睡预警客户
15668.0,216,1,76.32000000000001,1,1,1,3,流失低价值客户
15669.0,39,4,684.34,3,4,3,10,忠实复购客户
15670.0,295,1,173.05,1,1,1,3,流失低价值客户
15671.0,17,7,2657.13,4,5,5,14,高价值客户
15673.0,87,4,2881.02,2,4,5,11,忠实复购客户
15674.0,72,5,2446.6,2,4,5,11,忠实复购客户
15675.0,80,3,323.69,2,3,2,7,沉睡预警客户
15676.0,17,3,3435.76,4,3,5,12,高价值客户
15677.0,48,1,657.23,3,1,3,7,沉睡预警客户
15678.0,51,1,352.7,3,1,2,6,沉睡预警客户
15679.0,23,4,781.28,4,4,3,11,忠实复购客户
15680.0,8,3,1333.68,5,3,4,12,高价值客户
15681.0,24,5,1426.16,4,4,4,12,高价值客户
15683.0,116,1,193.75,2,1,1,4,流失低价值客户
15687.0,7,9,2993.1,5,5,5,15,高价值客户
15689.0,118,2,254.1,2,3,2,7,沉睡预警客户
15690.0,3,2,239.76,5,3,1,9,忠实复购客户
15691.0,251,1,136.8,1,1,1,3,流失低价值客户
15692.0,27,1,191.04,4,1,1,6,沉睡预警客户
15694.0,-1,14,6479.4,5,5,5,15,高价值客户
15695.0,265,2,409.98,1,3,2,6,沉睡预警客户
15696.0,32,8,2736.46,3,5,5,13,高价值客户
15699.0,16,1,309.65,4,1,2,7,沉睡预警客户
15700.0,171,2,696.68,2,3,3,8,沉睡预警客户
15701.0,1,4,1542.14,5,4,4,13,高价值客户
15703.0,263,1,211.5,1,1,1,3,流失低价值客户
15704.0,139,4,2293.62,2,4,5,11,忠实复购客户
15705.0,200,1,143.1,1,1,1,3,流失低价值客户
15706.0,62,4,1060.56,3,4,4,11,忠实复购客户
15707.0,34,4,945.58,3,4,4,11,忠实复购客户
15708.0,39,7,3364.24,3,5,5,13,高价值客户
15709.0,282,1,133.25,1,1,1,3,流失低价值客户
15712.0,8,5,1072.36,5,4,4,13,高价值客户
15713.0,142,2,356.7,2,3,2,7,沉睡预警客户
15714.0,10,2,330.88,5,3,2,10,忠实复购客户
15716.0,144,4,1118.81,2,4,4,10,忠实复购客户
15717.0,233,1,150.3,1,1,1,3,流失低价值客户
15719.0,31,13,5045.61,4,5,5,14,高价值客户
15720.0,23,1,598.73,4,1,3,8,沉睡预警客户
15721.0,10,1,507.08,5,1,3,9,忠实复购客户
15722.0,34,5,2222.56,3,4,5,12,高价值客户
15723.0,363,1,203.1,1,1,1,3,流失低价值客户
15724.0,200,2,218.25,1,3,1,5,流失低价值客户
15725.0,14,1,415.25,4,1,2,7,沉睡预警客户
15727.0,15,7,5178.96,4,5,5,14,高价值客户
15729.0,211,1,85.0,1,1,1,3,流失低价值客户
15730.0,64,3,1120.88,3,3,4,10,忠实复购客户
15732.0,211,2,294.12,1,3,2,6,沉睡预警客户
15733.0,281,1,162.3,1,1,1,3,流失低价值客户
15734.0,113,2,1339.45,2,3,4,9,忠实复购客户
15737.0,13,8,1205.12,4,5,4,13,高价值客户
15738.0,17,16,4812.42,4,5,5,14,高价值客户
15739.0,65,1,449.12,3,1,2,6,沉睡预警客户
15740.0,48,1,154.88,3,1,1,5,流失低价值客户
15743.0,15,4,784.46,4,4,3,11,忠实复购客户
15744.0,76,1,34.8,2,1,1,4,流失低价值客户
15745.0,18,4,1094.59,4,4,4,12,高价值客户
15746.0,133,1,196.88,2,1,1,4,流失低价值客户
15747.0,11,3,974.04,5,3,4,12,高价值客户
15748.0,39,1,149.31,3,1,1,5,流失低价值客户
15749.0,234,3,44534.3,1,3,5,9,忠实复购客户
15750.0,1,8,2465.48,5,5,5,15,高价值客户
15752.0,38,7,2637.38,3,5,5,13,高价值客户
15753.0,303,1,79.2,1,2,1,4,流失低价值客户
15754.0,50,3,458.57,3,3,2,8,沉睡预警客户
15755.0,9,6,2364.25,5,5,5,15,高价值客户
15756.0,60,4,532.96,3,4,3,10,忠实复购客户
15757.0,64,2,714.42,3,3,3,9,忠实复购客户
15758.0,23,1,205.25,4,2,1,7,沉睡预警客户
15759.0,217,3,253.04,1,4,2,7,沉睡预警客户
15762.0,64,2,583.75,3,3,3,9,忠实复购客户
15763.0,30,2,1086.92,4,3,4,11,忠实复购客户
15764.0,87,6,3279.97,2,5,5,12,高价值客户
15766.0,63,1,315.06,3,2,2,7,沉睡预警客户
15768.0,114,3,621.83,2,4,3,9,忠实复购客户
15769.0,6,26,56252.72,5,5,5,15,高价值客户
15773.0,4,1,635.6800000000001,5,2,3,10,忠实复购客户
15774.0,67,1,270.8,3,2,2,7,沉睡预警客户
15775.0,244,1,104.9,1,2,1,4,流失低价值客户
15776.0,132,1,241.62,2,2,1,5,流失低价值客户
15777.0,240,4,1047.11,1,4,4,9,忠实复购客户
15780.0,182,3,475.28,1,4,2,7,沉睡预警客户
15781.0,24,3,345.46,4,4,2,10,忠实复购客户
15782.0,8,3,2614.74,5,4,5,14,高价值客户
15783.0,9,1,246.3,5,2,1,8,沉睡预警客户
15785.0,31,5,2328.97,4,4,5,13,高价值客户
15786.0,45,3,4932.2,3,4,5,12,高价值客户
15787.0,25,3,948.05,4,4,4,12,高价值客户
15789.0,357,1,351.3,1,2,2,5,流失低价值客户
15790.0,9,1,220.85,5,2,1,8,沉睡预警客户
15791.0,42,2,1612.69,3,3,4,10,忠实复购客户
15793.0,13,3,965.61,4,4,4,12,高价值客户
15795.0,148,1,610.01,2,2,3,7,沉睡预警客户
15796.0,0,8,2711.56,5,5,5,15,高价值客户
15797.0,112,4,2207.4,2,4,5,11,忠实复购客户
15799.0,74,3,884.14,2,4,3,9,忠实复购客户
15800.0,106,2,699.08,2,3,3,8,沉睡预警客户
15801.0,45,3,1063.95,3,4,4,11,忠实复购客户
15802.0,141,1,451.42,2,2,2,6,沉睡预警客户
15803.0,50,1,415.82,3,2,2,7,沉睡预警客户
15804.0,-1,13,4206.39,5,5,5,15,高价值客户
15805.0,22,17,5528.4800000000005,4,5,5,14,高价值客户
15806.0,45,3,784.58,3,4,3,10,忠实复购客户
15807.0,49,3,903.9,3,4,3,10,忠实复购客户
15808.0,305,4,3734.97,1,4,5,10,忠实复购客户
15809.0,35,5,515.77,3,4,3,10,忠实复购客户
15810.0,77,4,1391.98,2,4,4,10,忠实复购客户
15811.0,21,6,2218.62,4,5,5,14,高价值客户
15812.0,106,5,1801.14,2,4,4,10,忠实复购客户
15813.0,206,2,1303.91,1,3,4,8,沉睡预警客户
15814.0,15,4,1945.33,4,4,4,12,高价值客户
15815.0,62,5,2100.6,3,4,5,12,高价值客户
15819.0,48,4,1905.45,3,4,4,11,忠实复购客户
15820.0,318,1,206.98,1,2,1,4,流失低价值客户
15821.0,43,2,570.96,3,3,3,9,忠实复购客户
15822.0,2,2,885.47,5,3,3,11,忠实复购客户
15823.0,371,1,15.0,1,2,1,4,流失低价值客户
15825.0,171,1,532.94,2,2,3,7,沉睡预警客户
15826.0,55,3,1654.31,3,4,4,11,忠实复购客户
15827.0,72,14,1836.09,2,5,4,11,忠实复购客户
15829.0,98,2,636.14,2,3,3,8,沉睡预警客户
15830.0,36,1,576.0,3,2,3,8,沉睡预警客户
15831.0,57,3,801.76,3,4,3,10,忠实复购客户
15832.0,253,1,836.79,1,2,3,6,沉睡预警客户
15834.0,69,4,2233.75,3,4,5,12,高价值客户
15835.0,43,4,954.09,3,4,4,11,忠实复购客户
15836.0,49,1,137.37,3,2,1,6,沉睡预警客户
15837.0,63,1,391.98,3,2,2,7,沉睡预警客户
15838.0,10,19,33643.08,5,5,5,15,高价值客户
15839.0,32,3,1048.49,3,4,4,11,忠实复购客户
15840.0,57,2,355.56,3,3,2,8,沉睡预警客户
15841.0,71,4,1224.06,2,4,4,10,忠实复购客户
15843.0,302,1,118.95000000000002,1,2,1,4,流失低价值客户
15844.0,45,1,130.73999999999998,3,2,1,6,沉睡预警客户
15845.0,16,8,3711.77,4,5,5,14,高价值客户
15847.0,37,2,389.27,3,3,2,8,沉睡预警客户
15850.0,18,2,238.85,4,3,1,8,沉睡预警客户
15852.0,185,2,160.71,1,3,1,5,流失低价值客户
15853.0,50,1,110.8,3,2,1,6,沉睡预警客户
15854.0,3,12,2974.65,5,5,5,15,高价值客户
15855.0,135,5,712.24,2,4,3,9,忠实复购客户
15856.0,3,27,16387.57,5,5,5,15,高价值客户
15857.0,17,1,297.0,4,2,2,8,沉睡预警客户
15858.0,14,5,1438.85,4,4,4,12,高价值客户
15860.0,39,8,977.21,3,5,4,12,高价值客户
15861.0,11,8,3165.36,5,5,5,15,高价值客户
15862.0,7,4,832.88,5,4,3,12,高价值客户
15863.0,24,2,68.84,4,3,1,8,沉睡预警客户
15864.0,21,6,1936.32,4,5,4,13,高价值客户
15865.0,39,3,895.13,3,4,3,10,忠实复购客户
15866.0,100,1,230.53,2,2,1,5,流失低价值客户
15867.0,4,15,3812.64,5,5,5,15,高价值客户
15869.0,276,2,149.64,1,3,1,5,流失低价值客户
15870.0,31,1,354.09000000000003,4,2,2,8,沉睡预警客户
15872.0,13,2,360.93,4,3,2,9,忠实复购客户
15874.0,62,7,4405.88,3,5,5,13,高价值客户
15877.0,0,2,493.28,5,3,3,11,忠实复购客户
15880.0,368,1,343.28,1,2,2,5,流失低价值客户
15881.0,311,5,501.39,1,4,3,8,沉睡预警客户
15882.0,197,4,516.36,1,4,3,8,沉睡预警客户
15883.0,1,2,396.48,5,3,2,10,忠实复购客户
15885.0,91,3,379.35,2,4,2,8,沉睡预警客户
15886.0,59,1,181.09,3,2,1,6,沉睡预警客户
15888.0,79,1,168.31,2,2,1,5,流失低价值客户
15889.0,155,2,446.87,2,3,2,7,沉睡预警客户
15891.0,225,1,524.52,1,2,3,6,沉睡预警客户
